Fecha;Hora;Día;Nº Incidencia;sitrem;Carretera;MC30;Calzada;Localización;Enlace;Tipo de accidente;Tipo de colisión;Nº Vehículos implicados;Nº Turismos;Nº Motocicletas;Nº vehículos pesados;H.L.;hl;hg;vm;Daños al mobiliario urbano;Circulación;Estado del Firme;Presencia Recursos Externos;Corte Carril;Vertido;Grúa usuario;Grúa Propia EMESA;Grúa Movilidad;Factores Atmosféricos;Visibilidad señalización;Señalización de Peligro;Visibilidad restringida por;Aceras;Árboles;Vehículos denominación;Descripción del accidente;Daños causados al viario;Materiales utilizados;Observaciones
16/10/2016;21:05;;20161016-0016;C-P-ACC-01;M30;09XL80;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión entre dos vehículos en el pk 9+800 policía lo pasa al pk 9+600 arcén derecho. No hay heridos. Sale por sus medios.;;;
16/10/2016;21:43;;20161016-0018;C-P-ACC-01;M607;09VN00;SALIDA;VS;Superficie;Salida de vía;;1;1;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Señalizar accidente, se da contra el muro.No hay heridos.;;;Corte carril derecho 21:43 - 22:18
17/10/2016;7:33;;20161017-0006;C-P-ACC-01;M30;31NC10;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente (chapa) a mi llegada los coches se retiran. No puedo tomar datos.;;;
17/10/2016;7:43;;20161017-0007; C-E-ACC-01;M30;24NC60;INTERIOR;Tronco;Superficie;Otros;;1;;1;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V2;Caída de motorista al frenar los vehículos.La moto es retira por policía (base del escuadrón).;;;Corte carril derecho 07:56 - 08:07.
17/10/2016;8:00;;20161017-0010; C-E-ACC-01;M30;04NL40;INTERIOR;VS;Superficie;Colisión de vehículos;Lateral;2;1;1;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;M4;Accidente lateral coche y moto.Motorista herido con dolor en pierna derecha.;;;
17/10/2016;10:34;;20161017-0019; C-E-ACC-01;M30;00NC30;INTERIOR;Tronco;Superficie;Salida de vía;;1;1;;;;1;;;Si;Densa;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M4;Salida de vía vehículo golpeando la barrera. Cuando llego ya se han marchado y en salida a Chamartín facilita los datos policía.El veh reanuda la marcha por sus medios.;2 Barreras ( 8 ML) - 2 CPN;;
17/10/2016;12:13;;20161017-0024; T-E-ACC-01;M30;15RR05;INTERIOR;Ramal;Túnel;Otros;;1;;1;;1;1;;;No;Fluida;Mojado;P. Municipal y SAMUR;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Accidente de un motorista.Caída sin colisión de ningún coche.En el 15RR05 acudimos con Bul C12.En el punto se presenta policía municipal y Samur.El herido es trasladado al Hospital La Paz.;;;Corte carril central 12:15 - 13:00
17/10/2016;13:07;;20161017-0026; C-E-ACC-01;M30;07RT40;EXTERIOR;Ramal;Superficie;Vuelco;;1;;;1;1;1;;;No;Densa;Mojado;P.M., SAMUR y Bomberos;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V1/V2/M1/M3;Vuelco de camión en el ramal 07RT.El herido dado de alta en el lugar.;;;Cierre del ramal 07RT 13:13 - 14:57.
17/10/2016;14:57;;20161017-0027; T-E-ACC-01;M30;18XC87;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;2;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;Accidente de vehículo.Señalizamos con Bul C-19.Uno de los ocupantes es atendido por Samur.Finalmente lo llevan al Hospital.Los vehículos salen por sus medios.;;;Corte carril derecho 15:09 - 15:50.
17/10/2016;15:40;;20161017-0032;C-P-ACC-01;M30;31RA30;INTERIOR;Ramal;Superficie;Colisión de vehículos;;2;1;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal;No;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;M2;Señalizar vehículos accidentados en el arcén derecho.Herido leve trasladado a Hospital.;;;
17/10/2016;18:35;;20161017-0035; C-E-ACC-01;M30;30XC00;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Aviso: Accidente en carril derecho con heridos.;;;Corte carril derecho 18:47 - 19:31.
17/10/2016;20:30;;20161017-0038;C-P-ACC-01;A2;04AT50;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;;Si;;;Buen Tiempo;Buena;;Sin Restricción;;;V1;Aviso de accidente, a mi llegada un vehículo del que no pude coger datos, abandona en grua propia. Según me informa policía es colisión de dos vehículos, sin heridos , ni daños, salen por sus medios y grúa.;;;20:43 ->20:45
18/10/2016;8:16;;20161018-004; C-E-ACC-01;M30;01NC10;INTERIOR;Tronco;Superficie;Salida de vía;;1;;1;;;1;;;No;Congestionada;Mojado;P. Municipal y SAMUR;No;No;Si;;;Lluvia;Buena;;Sin Restricción;;;V1;Caída de motorista en calzada;;;
18/10/2016;15:19;;20161018-026;T-P-ACC-01;M30;14XL99;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;;No;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Alcance entre vheículos, salen junto con policía antes de la llegada de AIAM;;;
18/10/2016;20:29;;20161018-035; C-E-ACC-01;M30;03RE00;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;;;;Buena;;Sin Restricción;;;V1;Colisión alcance con heridos, sin daños, margen derecho, carril único, corto en margen derecho hasta que samur atiende al usuario vehículo 1. vehículo 1 sale por sus medios, vehículo 2 carga grúa usuario;;;Corte margen derecho 20:37-21:07
19/10/2016;7:52;;20161019-0005;T-P-ACC-01;A5;04FT23;ENTRADA;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;;Si;No;;;;Lluvia;Buena;;Sin Restricción;;;AIAM Portugal;Alcance entre dos vehículos, cortamos carril derecho.Los vehículos salen por sus medios.;;;Corte carril derecho 07:56 - 08:08
19/10/2016;8:01;;20161019-0006; T-E-ACC-01;M30;14NL94;INTERIOR;Tronco;Túnel;Otros;;1;;1;;;1;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;;;;Lluvia;Buena;;Sin Restricción;;;AIAM Valencia;Accidente de motorista de policía.Solicitan Samur.A nuestra llegada policía municipal nos dice que nos retiremos que está solucionado.;;;
19/10/2016;9:27;;20161019-0013; T-E-ACC-01;M30;15XC94;EXTERIOR;Tronco;Túnel;Otros;;1;;1;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;AIAM Portugal;Accidente de motorista, cortamos carril derecho,policía activa Samur. Samur se lleva al motorista al Hospital 12 de Octubre. Y la moto la carga su grúa particular del seguro.;;;Corte de carril 09:33 - 10:31
19/10/2016;9:40;;20161019-0015;C-P-ACC-01;M30;01XL50;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Mojado;P. Municipal;Si;No;No;No;No;Lluvia;Buena;;Sin Restricción;;;V2;Accidente (chapa) señalizo.Los conductores tomand datos y se retiran.;;;Corte carril derecho 09:40 - 09:55.
19/10/2016;10:25;;20161019-0020;C-P-ACC-01;M30;31RJ30;EXTERIOR;Ramal;Superficie;Salida de vía;Lateral;1;1;;;;0;;;Si;Densa;Mojado;P. Municipal;Si;No;Si;;Si;Lluvia;Buena;;Sin Restricción;;;V2;Accidente de salida de vía.El coche pierde el control dando contra el bordillo del lado izq y parando contra la barandilla del lado derecho dañandóla; 3 m tramo de barandilla - ;;Corte carril derecho 10:35 - 11:20
19/10/2016;11:53;;20161019-0025; C-E-ACC-01;M30;12RH70;INTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;3;3;;;2;2;;;No;Congestionada;Mojado;P. Municipal y SAMUR;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V1;Colisión entre 3 vehículos en carril izq con heridos sin daños.Corto carril hasta que Samur atiende y da de alta a dos usuarios del veh 2 . Los vehículos 1 y 2 salen por sus medios.El veh 3 grúa seguro.;;;Corte carril 11:54 - 13:00
19/10/2016;14:58;;20161019-0030;C-P-ACC-01;M30;06NC60;INTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;3;2;;1;;0;;;Si;Congestionada;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1/M3;Colisión de 3 vehículos en carril izquierdo  golpeando uno de ellos la barrera causando daños.1 Vehículo lo carga la grúa Ollero y 2 vehículos reanudan la marcha.;1 Barrera - 2 CPN´s - 2 Separadores.;;Corte carril izquierdo 15:09 - 16:00.
19/10/2016;16:22;;20161019-0034; C-E-ACC-01;M30;04NL60;INTERIOR;VS;Superficie;Otros;;1;;1;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;M3/V1;Accidente en carril izquierdo.El herido es trasladado al Hospital La princesa.;;;Corte carril derecho 16:22 - 17:03
19/10/2016;16:37;;20161019-0035; C-E-ACC-01;M30;02NL70;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3/V2; Accidente en arcén derecho. 1 herido leve dado de alta en el lugar.;;;
19/10/2016;17:09;;20161019-0036;C-P-ACC-01;M30;02NL70;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3/V2;Accidente en arcén derecho.;;;
19/10/2016;20:35;;20161019-0048;C-P-ACC-01;M30;10XL60;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión de 2 vehículos en carril izquierdo.Los vehículos son trasladados por los usuarios al ramal 09VA para tomar datos.;;;
19/10/2016;21:08;;20161019-0050;C-P-ACC-01;M30;09NL00;INTERIOR;Tronco;Superficie;Colisión de vehículos;;;;;;;0;;;No;Densa;Mojado;;;;;;;Lluvia;Buena;;Sin Restricción;;;V1;Aviso de centro de control accidente, al llegar al punto los vehículos no están, policía los ha sacado fuera de zona;;;
19/10/2016;21:12;;20161019-0051;C-P-ACC-01;M30;04RL30;EXTERIOR;Ramal;Superficie;Salida de vía;;1;1;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Aviso de accidente sin herido en ramal.;;;Corte carril derecho 21:20 - 21:30
19/10/2016;21:37;;20161019-0052;C-P-ACC-01;M30;03NL60;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;1;1;;;;0;;;No;Fluida;Mojado;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Aviso:Accidente margén derecho.Al llegar solo queda un vehículo.;;;
19/10/2016;22:45;;20161019-0055;C-P-ACC-01;M30;04RL10;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Mojado;;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Corto carril izquierdo por accidente,vehículo se retiran por sus medios.;;;Corte carril 22:45 - 23:24.
20/10/2016;0:24;;20161020-0001; C-E-ACC-01;M30;10NL80;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;1;1;;;No;Fluida;Mojado;P. Municipal y SAMUR;Si;No;;;;Lluvia;Buena;;Sin Restricción;;;V-1;Colisión por alcance motocicleta y vehiculo, con heridos, herido leve. Corot carril izquierdo. Herido trasladado con fractura.;;;
20/10/2016;6:40;;20161020-0006;T-P-ACC-01;M30;14NC54;INTERIOR;Tronco;Túnel;Salida de vía;;1;1;;;;0;;;No;Fluida;Seco y Limpio;;No;No;No;No;No;;Buena;;Sin Restricción;;;AIAM Valencia;Accidente de un motorista en el 14NC54, a nuestra llegada, arranca la moto y sale por sus medios.;;;
20/10/2016;9:46;;20161020-0015;C-P-ACC-01;M30;32RJ40;EXTERIOR;Ramal;Superficie;Salida de vía;Lateral;1;1;;;;0;;;Si;Congestionada;Mojado;P. Municipal;;;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-2;Salida de via vehiculo colisiona con muro hormigón dañando 12 ml aprox. Sin heridos. Vehiculo retirado por grúa usuari;;;
20/10/2016;9:48;;20161020-0016;C-P-ACC-01;M30;22XC00;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Mojado;P. Municipal;No;No;Si;No;No;Lluvia;;;Sin Restricción;;;V-2;2 COCHES EN ARCEN CON Policía tomando datos despues de tener accidente. Señalizo.;;;
20/10/2016;11:20;;20161020-0030; C-E-ACC-01;M30;23NC00;INTERIOR;Tronco;Superficie;Salida de vía;Lateral;1;1;;;;1;;;No;Densa;Mojado;P.M., SAMUR y Bomberos;Si;Si;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Salida de via en carril izquierdo, dandose contra el muro.;;5 litros desengrasante, 2 bolsas.;
20/10/2016;11:40;;20161020-0031; C-E-ACC-01;M30;08XC80;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Mojado;P. Municipal y SAMUR;No;No;No;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Colisión de 3 vehiculos en carril derecho. Samur presente en el punto, no atiende a ningun usuario. Vehiculo reanudan la marcha.;;;
20/10/2016;13:37;;20161020-0036; C-E-ACC-01;M30;10RH10;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colisión de 2 veiculos en ramal 10RH. Samur atiende a da alta en punto, 1 vehiculo por su medios, vehiculo 2 grua propia.;;;
20/10/2016;14:53;;20161020-0039; C-E-ACC-01;M30;01XL30;EXTERIOR;VS;Superficie;Vuelco;;2;2;;;1;1;;;No;Congestionada;Seco y Limpio;P.M., SAMUR y Bomberos;Si;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V-1/V-2/M-3;Colisión de vehiuclo con resultado de vuelco del vehiculo 2, cortamos v/s en 01XL50 y carril izquierdo 00RR, hasta que activa Bomberos. Samur atiende a usuario vehiculo 2, dando alta en el punto, vehiculo 1 grua Movilildad, vehiculo 2 gruas Ollero.;;;
20/10/2016;17:59;;20161020-0043;C-P-ACC-01;M30;03NL60;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;1;;1;;0;;;No;Congestionada;Mojado;;Si;No;No;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Pequeña colisión alcance carril derecho, sin heridos, ni daños, corto carril derecho, hasta que realizan parte amistoso. Abandonan por sus medios ambos.;;;
20/10/2016;20:51;;20161020-0056;C-P-ACC-01;M30;09NL50;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Mojado;P. Municipal;No;No;No;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Colisión alcance 2 vehiculos carril izquierdo, sin heridos, ni daños, escoltamos a vehiculos a Méndez Álvaro quedandose a espera de grúa y haciendo parte amistoso.;;;
20/10/2016;21:11;;20161020-0058; C-E-ACC-01;M30;23NC00;INTERIOR;Tronco;Superficie;Vuelco;;1;1;;;1;1;;;Si;Fluida;Mojado;P.M., SAMUR y Bomberos;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Vuelco margen derecho con daños y heridos, corte carril derecho. Herido trasladado.;1 barrera, 1 cla de pez, panel direccional, 1 hito, 1 bañera.;;
20/10/2016;22:05;;20161020-0060;C-E-ACC-01;M30;20RA20;INTERIOR;Ramal;Superficie;Salida de vía;;1;1;;;1;1;;;No;Fluida;Mojado;P. Municipal y SAMUR;Si;No;No;No;Si;Lluvia;Buena;;Sin Restricción;;;V-1;Corte total de ramal por salida de via, pasamos vehiculo al arcen derecho. Herido leve trasladado;;;
21/10/2016;9:43;;20161021-0007;C-P-ACC-01;M30;08NL00;INTERIOR;VS;Superficie;Colisión de vehículos;Lateral;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colisión de 2 vehiculos. Usuarios toman datos en arcen derecho.;;;
21/10/2016;15:13;;20161021-0012;;M30;13XL37;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Lateral;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Colisión de 2 vehiculos por alcance, salen por ss medios cuando llegamos.;;;
21/10/2016;15:15;;20161021-0013; C-E-ACC-01;M30;12NL20;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;2;1;;;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Accidente en carril central. Herido trasladado al Gómez Ulla con pronostico reservado. Retiramos vehiculo 3 al 12RA a espera de Grúa.;;;
21/10/2016;15:43;;20161021-0014; C-E-ACC-01;M30;02RE40;INTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;;Buena;;Sin Restricción;;;V-1;Colisión alcance moto contra vehiculo carril izquierdo ramal, corto carril izquierdo hasta que Samur atiende y traslada a usuario moto al 12 de Octubre (sin pronosticar);;;
21/10/2016;17:19;;20161021-0018; C-E-ACC-01;A2;04AT70;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;3;3;;;No;Congestionada;Seco y Limpio;P.M., SAMUR y Bomberos;Si;No;Si;No;Si;;Buena;;Sin Restricción;;;V-1;Colisión de 2 vehiculos, con heridos y sin daños en 2 carriles derechos, corto 2 carriles Samur atiende a 3 perosnas y traslada a 1 de cada vehiculo. Bomberos encuentran y señalzian hasta nuestra llegada.;;;
21/10/2016;20:57;;20161021-0023;T-P-ACC-01;M30;14XL99;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;Si;No;No;Si;No;;Buena;;Sin Restricción;;;AIAM Calderón;Pequeño alcance. Los usuarios cambian datos y salen por sus medios.;;;
21/10/2016;22:07;;20161021-0029;C-P-ACC-01;M30;08NL90;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1/V-2;Aviso: accidente en carril izquierdo.;;;
22/10/2016;10:40;;20161022-0006;C-P-ACC-01;A2;04AT50;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Mojado;P. Municipal;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-1/V-2;Accidente en carril derecho.;;;
22/10/2016;13:40;;20161022-0011;C-E-ACC-01;M30;32RA30;INTERIOR;Ramal;Superficie;Vuelco;;1;1;;;2;2;;;Si;Densa;Mojado;P.M., SAMUR y Bomberos;Si;No;No;No;No;Lluvia;Buena;;Sin Restricción;;;V-3;Vuelco en 32RA corte total de ramal. 2 heridos leves dados de alta en punto. Vehiculo retirado por grúa externa m-30;3 metros muro;;
22/10/2016;13:40;;20161022-0012; C-E-ACC-01;M30;23NC00;INTERIOR;Tronco;Superficie;Salida de vía;Contra mediana;1;1;;;1;1;;;No;Densa;Mojado;P.M., SAMUR y Bomberos;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Salida de via en margen derecho. Herido dado de alta en el punto.;;;
22/10/2016;14:30;;20161022-0013;C-P-ACC-01;M30;21NC40;INTERIOR;Tronco;Superficie;Salida de vía;Lateral;1;1;;;;0;;;Si;Fluida;Mojado;P. Municipal;Si;No;No;No;No;Lluvia;Buena;;Sin Restricción;;;V-2;Sale de via contra barrera. 30 m barrera, 30 m malla.;;;
22/10/2016;16:20;;20161022-0019;C-P-ACC-01;M30;06NC20;INTERIOR;Tronco;Superficie;Salida de vía;Contra mediana;1;1;;;;0;;;No;Densa;Mojado;P. Municipal;Si;No;No;Si;No;Lluvia;Buena;;Sin Restricción;;;V-2;Pierde el control y choca contra la mediana quedando inmovil en carril derecho. Retirado por grúa M-30.;;;Corte de carril de 16:25 hasta las 16:45.
22/10/2016;17:05;;20161022-0024;C-P-ACC-01;M30;21NC40;INTERIOR;Tronco;Superficie;Salida de vía;Por alcance;2;2;;;;1;;;Si;Fluida;Mojado;P. Municipal;Si;No;Si;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Alcance entre vehículos. Sale de la vía 1º vehículo e impacta contra barrera. 2º Vehículo reitrado por grúa externa M-30.;12 m de barrera;;Corte de carril de 17:17 hasta las 18:09.
22/10/2016;19:49;;20161022-0026;T-P-ACC-01;M30;14RT19;INTERIOR;Ramal;Túnel;Salida de vía;;1;1;;;;0;;;No;Fluida;Mojado;P. Municipal;Si;Si;No;Si;No;Lluvia;Buena;;Sin Restricción;;;AIAM Valencia;Vehículo que ha derrapado. Existe algo de aceite en calzada debido a la escorrentía de aguas causada por el tráfico. Sacamos el vehículo.;;;Corte de carril de 19:59 hasta las 20:11.
22/10/2016;20:21;;20161022-0028;T-P-ACC-01;M30;18RM27;EXTERIOR;Ramal;Túnel;Colisión de vehículos;Frontal;2;2;;;;0;;;No;Fluida;Mojado;P. Municipal;Si;No;No;Si;No;Lluvia;Buena;;Sin Restricción;;;AIAM Portugal;Accidente fronto-lateral angular en carril derecho, cortamos dicho carril. Cargamos 1 vehículo y el otro sale por sus medios. Recogemos cristales de calzada.;;;Corte de carril de 20:30 hasta las 20:50.
22/10/2016;21:41;;20161022-0032;C-P-ACC-01;M30;22NC80;INTERIOR;Tronco;Superficie;Salida de vía;;1;1;;;1;1;;;No;Fluida;Mojado;P. Municipal y SAMUR;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-2;Accidente, salida de vía. Sin daños a patrimonio y un herido leve trasladado al Hospital Ibermutua. El vehículo lo retira grúa del seguro.;;;Corte de carril de 21:50 hasta las 22:50.
22/10/2016;22:50;;20161022-0034;C-P-ACC-01;M30;32RJ30;EXTERIOR;Ramal;Superficie;Salida de vía;Lateral;2;2;;;;0;;;Si;Fluida;Mojado;P. Municipal;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-2;Accidente salida de vía, sin heridos y con daños a patrimonio.;15 m de muro de hormigón desplazado y partidos.;;Corte de carril de 23:00 hasta las 01:52.
23/10/2016;6:30;;20161023-0003;C-P-ACC-01;M30;31NC40;INTERIOR;Tronco;Superficie;Salida de vía;Contra mediana;1;1;;;;0;;;Si;Fluida;Mojado;P. Municipal;Si;No;No;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Accidente en margen derecho. Se retira por sus propios medios.;5 barreras y 5 cpn;;Corte de carril de 06:30 hasta las 07:00.
23/10/2016;6:36;;20161023-0004;T-P-ACC-01;A5;03FL02;SALIDA;Tronco;Túnel;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Otros;Buena;;Sin Restricción;;;AIAM Portugal;Vehículo que se sale de vía e impactan con señal vertical informativa de vigilancia de cámaras y contra el muro por la parte trasera del vehículo y parándose en isleta. Cortamos carril derecho. Los ocupantes abandonan el punto y cargamos vehículo.;Señal vertical informativa de cámara de TV.;;Corte de carril de 06:42 hasta las 07:18.
23/10/2016;7:00;;20161023-0005;;M30;32RA30;INTERIOR;Ramal;Superficie;Salida de vía;Contra mediana;1;1;;;;0;;;No;Fluida;Mojado;P. Municipal;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Accidente en margen izquierdo. Corte total del ramal por orden de policía por seguridad.;;;Corte del ramal desde las 07:03 hasta las 08:10.
23/10/2016;8:34;;20161023-0006;C-P-ACC-01;M30;32RA50;INTERIOR;Ramal;Superficie;Salida de vía;Contra mediana;1;1;;;;0;;;Si;Fluida;Mojado;P. Municipal;Si;No;No;No;No;Lluvia;Buena;;Sin Restricción;;;V-2/V-1;Accidente en margen derecho.  ;3 barreras, 3 separadores y 3 cpn;;Corte de carril de 08:45 hasta las 09:35.
23/10/2016;10:07;;20161023-0007;T-P-ACC-01;M30;15RE00;INTERIOR;Ramal;Túnel;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;No;Si;No;;Buena;;Sin Restricción;;;AIAM Valencia;Accidente de un vehículo en 15RE. Lo retiramos con C-10.;New-Jersey, absorbedor, guardarrail y varios hitos.;;Señalización desde las 10:13 hasta las 10:33.
23/10/2016;11:52;;20161023-0009; C-E-ACC-01;M30;12RH50;INTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;1;;1;1;1;;;No;Fluida;Mojado;P. Municipal y SAMUR;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Accidente en carril derecho. Herido dado de alta en el punto leve.;;;Corte de carril de 12:05 hasta las 12:45.
23/10/2016;12:15;;20161023-0010; C-E-ACC-01;M30;22RC20;INTERIOR;Ramal;Superficie;Vuelco;;1;1;;;1;0;;;Si;Densa;Mojado;P.M., SAMUR y Bomberos;Si;Si;No;No;No;Lluvia;Buena;;Sin Restricción;;;V-2;Salida de vía, salta el muro y acaba volcado fuera de la vía. Se corta salida Sinesio Delgado. 1 Herido leve dado de alta en el lugar.;3 paneles direccionales postes y 4 hitos;Desengrasante;Cortada salida Sinesio Delgado de 12:30 hasta las 13:40.
23/10/2016;12:50;;20161023-0011;C-P-ACC-01;M30;32RJ30;EXTERIOR;Ramal;Superficie;Salida de vía;Contra mediana;1;1;;;;1;;;No;Densa;Mojado;P. Municipal;No;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-2;Accidente en margen derecho;;;
23/10/2016;13:15;;20161023-0012; C-E-ACC-01;M30;11XL20;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;4;4;;;3;3;;;No;Densa;Mojado;P. Municipal y SAMUR;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Accidente en carril derecho. Tres heridos leves, dos trasladado y uno dado de alta en el punto.;;;Corte de carril de 13:28 hasta las 14:35.
