Unnamed: 0,Tipo de accidente,Descripción del accidente,preprocessed_text
1519,Colisión de vehículos,Señalizo accidente sin heridos,"['señalizo', 'accidente', 'heridos']"
1520,Colisión de vehículos,Accidente entre 2 vehículos por alcance que reanudan la marcha por sus medios antes de la llegada de los recursos de los AIAM.,"['accidente', '2', 'vehiculos', 'alcance', 'reanudan', 'marcha', 'medios', 'llegada', 'recursos', 'aiam']"
1521,Salida de vía,"Señalizar a un vehículo que sufrió una salida de vía colisionando contra una señal y una farola, esta es retirada por peligro de caída. Sin heridos.","['señalizar', 'vehiculo', 'sufrio', 'salida', 'via', 'colisionando', 'señal', 'farola', 'retirada', 'peligro', 'caida', 'heridos']"
1522,Otros,Accidente de 1 motorista que se retira del punto por sus medios. Sin heridos ni daños al patrimonio.,"['accidente', '1', 'motorista', 'retira', 'punto', 'medios', 'heridos', 'daños', 'patrimonio']"
1523,Colisión de vehículos,Accidente entre 2 vehículos por alcance que se retiran del punto por sus medios junto con Policía Municipal.,"['accidente', '2', 'vehiculos', 'alcance', 'retiran', 'punto', 'medios', 'policia', 'municipal']"
1524,Colisión de vehículos,Accidente entre 2 vehículos por alcance ocupando parte del carril del ramal 14RA en la rampa exterior de salida. Sin heridos ni daños al patrimonio. Ambos vehículos son retirados por sus grúas. Se limpia la calzada de restos.,"['accidente', '2', 'vehiculos', 'alcance', 'ocupando', 'carril', 'ramal', '14ra', 'rampa', 'exterior', 'salida', 'heridos', 'daños', 'patrimonio', 'vehiculos', 'retirados', 'gruas', 'limpia', 'calzada', 'restos']"
1525,Salida de vía,"Accidente de 1 vehículo por salida de vía hacía el lado izquierdo. 1 herido leve dado de alta en el punto. El vehículo es retirado en su grúa del seguro, la grúa de Lopez Ollero presente en el punto.","['accidente', '1', 'vehiculo', 'salida', 'via', 'izquierdo', '1', 'herido', 'leve', 'alta', 'punto', 'vehiculo', 'retirado', 'grua', 'seguro', 'grua', 'lopez', 'ollero', 'presente', 'punto']"
1526,Salida de vía,Accidente de 1 vehículo por salida de vía que colisiona contra el hastial. Sin heridos ni daños al patrimonio. Es retirado del punto por el híbrido de los AIAM.,"['accidente', '1', 'vehiculo', 'salida', 'via', 'colisiona', 'hastial', 'heridos', 'daños', 'patrimonio', 'retirado', 'punto', 'hibrido', 'aiam']"
1528,Salida de vía,"Vehículo con ruedas izquierdas reventadas, sacamos al extertior","['vehiculo', 'ruedas', 'izquierdas', 'reventadas', 'sacamos', 'extertior']"
1529,Colisión de vehículos,"Anulados de camino a colisión por alcance, entre dos vehículos que se retiran por sus medios","['anulados', 'camino', 'colision', 'alcance', 'vehiculos', 'retiran', 'medios']"
1530,Colisión de vehículos,"Colisión de dos vehículos por alcance, salen por sus medios","['colision', 'vehiculos', 'alcance', 'salen', 'medios']"
1531,Colisión de vehículos,"Accidente por alcance 2 vehículos  en arcén carril derecho, saco a la isleta, se toman datos y reanudan la marcha por sus medios.","['accidente', 'alcance', '2', 'vehiculos', 'arcen', 'carril', 'derecho', 'saco', 'isleta', 'toman', 'datos', 'reanudan', 'marcha', 'medios']"
1532,Colisión de vehículos,"Accidente por alcance entre 3 vehículos, 1 de los vehículos es retirado por la grúa externa de Lopez Ollero. 1 herido leve dado de alta en el punto. ","['accidente', 'alcance', '3', 'vehiculos', '1', 'vehiculos', 'retirado', 'grua', 'externa', 'lopez', 'ollero', '1', 'herido', 'leve', 'alta', 'punto']"
1533,Colisión de vehículos,Accidente por alcance entre 1 turismo y 1 motorista en el carril derecho. 1 herido leve.,"['accidente', 'alcance', '1', 'turismo', '1', 'motorista', 'carril', 'derecho', '1', 'herido', 'leve']"
1534,Colisión de vehículos,Accidente por alcance entre 3 vehículos en el carril central. 1 herido leve dado de alta en el punto.,"['accidente', 'alcance', '3', 'vehiculos', 'carril', 'central', '1', 'herido', 'leve', 'alta', 'punto']"
1535,Colisión de vehículos,"Accidente por alcance entre 2 vehículos en el carril izquierdo, cuando llega el vigilante ambos vehículos se encuentran en el arcén derecho junto con la Guardia Civil.","['accidente', 'alcance', '2', 'vehiculos', 'carril', 'izquierdo', 'llega', 'vigilante', 'vehiculos', 'encuentran', 'arcen', 'derecho', 'guardia', 'civil']"
1536,Colisión de vehículos,Accidente por alcance entre 1 turismo y 1 motorista en el carril izquierdo. 1 herido leve trasladado al hospital.,"['accidente', 'alcance', '1', 'turismo', '1', 'motorista', 'carril', 'izquierdo', '1', 'herido', 'leve', 'trasladado', 'hospital']"
1537,Colisión de vehículos,"Accidente por alcance entre 3 vehículos ocupando el carril derecho, sin heridos ni daños al patrimonio. Todos los vehículos se retiran por sus medios.","['accidente', 'alcance', '3', 'vehiculos', 'ocupando', 'carril', 'derecho', 'heridos', 'daños', 'patrimonio', 'vehiculos', 'retiran', 'medios']"
1538,Colisión de vehículos,"Accidente por alcance entre 2 vehículos en el carril izquierdo, con apoyo de Policía Municipal se retiran del punto quedandose fuera de límites de Calle30. Sin heridos ni daños al patrimonio.","['accidente', 'alcance', '2', 'vehiculos', 'carril', 'izquierdo', 'apoyo', 'policia', 'municipal', 'retiran', 'punto', 'quedandose', 'limites', 'calle30', 'heridos', 'daños', 'patrimonio']"
1539,Colisión de vehículos,Accidente por alcance entre 2 vehículos en el carril izquierdo. Cuando llega el vigilante ambos vehículos se encuentran en el arcén derecho junto con Policía Muncipal y una vez realizado los partes de accidentes se retiran por sus medios.,"['accidente', 'alcance', '2', 'vehiculos', 'carril', 'izquierdo', 'llega', 'vigilante', 'vehiculos', 'encuentran', 'arcen', 'derecho', 'policia', 'muncipal', 'partes', 'accidentes', 'retiran', 'medios']"
1540,Salida de vía,Señalizar acidentee con guardia civil. Accidente salida de vía con daños a patrimonio y sin heridos.,"['señalizar', 'acidentee', 'guardia', 'civil', 'accidente', 'salida', 'via', 'daños', 'patrimonio', 'heridos']"
1541,Salida de vía,"Señalizar accidente salida de vía, sin daños a patrimonio, con heridos, lo retira grúa de movilidad, el herido es dado de alta en el lugar.","['señalizar', 'accidente', 'salida', 'via', 'daños', 'patrimonio', 'heridos', 'retira', 'grua', 'movilidad', 'herido', 'alta']"
1542,Salida de vía,"Señalizar accidente salida de vía, sin daños a patrimonio y con un herido leve.","['señalizar', 'accidente', 'salida', 'via', 'daños', 'patrimonio', 'herido', 'leve']"
1543,Otros,"Vehículo colisiona en varios puntos del túnel( 16XC67,15XC30,15XC44 y 09XC64) , ocasionando daños en instalaciones","['vehiculo', 'colisiona', 'puntos', 'tunel', '16xc6715xc3015xc44', '09xc64', 'ocasionando', 'daños', 'instalaciones']"
1544,Salida de vía,"Ambos vehículos pierden el control y salen de la calzada, vehículo 1 sale por sus medios.","['vehiculos', 'pierden', 'control', 'salen', 'calzada', 'vehiculo', '1', 'sale', 'medios']"
1545,Colisión de vehículos,"Accidente en carril izquierdo, paso el vehículo al derecho.","['accidente', 'carril', 'izquierdo', 'paso', 'vehiculo', 'derecho']"
1546,Salida de vía,"Accidente de un vehículo, golpea contra el bordillo y revienta una rueda, lo retira grúa particular.","['accidente', 'vehiculo', 'golpea', 'bordillo', 'revienta', 'rueda', 'retira', 'grua', 'particular']"
1547,Salida de vía,"Daños sin controlar provocados por un accidente que atiende policía, a mi llegada no hay nadie y policía me facilita los datos del  vehículo.","['daños', 'controlar', 'provocados', 'accidente', 'atiende', 'policia', 'llegada', 'policia', 'facilita', 'datos', 'vehiculo']"
1548,Salida de vía,"Accidente en margen izquierdo, herido leve dado de alta en el punto","['accidente', 'margen', 'izquierdo', 'herido', 'leve', 'alta', 'punto']"
1549,Salida de vía,Pierde el control y queda cruzado en carril derecho.,"['pierde', 'control', 'queda', 'cruzado', 'carril', 'derecho']"
1550,Otros,"Caída de motorista en carril izquierdo, herido leve dado de alta.","['caida', 'motorista', 'carril', 'izquierdo', 'herido', 'leve', 'alta']"
1551,Salida de vía,Sale de vía quedando subido en barrera.,"['sale', 'via', 'quedando', 'subido', 'barrera']"
1552,Salida de vía,Accidente en margen izquierdo.,"['accidente', 'margen', 'izquierdo']"
1554,Colisión de vehículos,"Caída motorista por alcance lateral, intercambian datos.","['caida', 'motorista', 'alcance', 'lateral', 'intercambian', 'datos']"
1555,Atropello,"Señalizar accidente, atropello, con herido leve(salvo complicaciones), es trasladado al Gregorio Marañón, el vehículo se retira por sus medios.","['señalizar', 'accidente', 'atropello', 'herido', 'levesalvo', 'complicaciones', 'trasladado', 'gregorio', 'marañon', 'vehiculo', 'retira', 'medios']"
1556,Colisión de vehículos,"Señalizar vehículos parados, en arcén derecho, mientras hacen parte.","['señalizar', 'vehiculos', 'parados', 'arcen', 'derecho']"
1557,Colisión de vehículos,"Colisión por alcance 2 vehículos, usuarios se encuentran bien, vehículos salen por sus medios.","['colision', 'alcance', '2', 'vehiculos', 'usuarios', 'encuentran', 'vehiculos', 'salen', 'medios']"
1558,Salida de vía,Accidente de 1 vehículo por perdida de control golpeandose contra la mediana y alcanzando a otro vehículo que circulaba.,"['accidente', '1', 'vehiculo', 'perdida', 'control', 'golpeandose', 'mediana', 'alcanzando', 'vehiculo', 'circulaba']"
1559,Colisión de vehículos,2 vehículos colisiona por alcance y se detienen con Policía Municipal en la isleta para tomar datos. Se cambia un neumatico de uno de los vehículos implicados y ambos se retiran del punto por sus medios.,"['2', 'vehiculos', 'colisiona', 'alcance', 'detienen', 'policia', 'municipal', 'isleta', 'datos', 'cambia', 'neumatico', 'vehiculos', 'implicados', 'retiran', 'punto', 'medios']"
1560,Colisión de vehículos,"Accidente entre 2 vehículos por alcance en el carril derecho, cuando llega el vigilante ambos se encuentran el arcén derecho.","['accidente', '2', 'vehiculos', 'alcance', 'carril', 'derecho', 'llega', 'vigilante', 'encuentran', 'arcen', 'derecho']"
1561,Salida de vía,"Accidente de 1 vehículo por salida de vía hacía el lado derecho, 1 herido trasladado al hospital con pronostico reservado y con daños al patrimonio.","['accidente', '1', 'vehiculo', 'salida', 'via', 'derecho', '1', 'herido', 'trasladado', 'hospital', 'pronostico', 'reservado', 'daños', 'patrimonio']"
1562,Colisión de vehículos,Accidente entre 3 vehículos por alcance. 1 herido trasladado al hospital (mutua) con pronostico leve y los otros 2 vehículos se retiran por sus medios.,"['accidente', '3', 'vehiculos', 'alcance', '1', 'herido', 'trasladado', 'hospital', 'mutua', 'pronostico', 'leve', '2', 'vehiculos', 'retiran', 'medios']"
1563,Colisión de vehículos,Accidente entre 2 vehículos por alcance que se retiran del punto por sus medios cuando los conductores se toman los datos.,"['accidente', '2', 'vehiculos', 'alcance', 'retiran', 'punto', 'medios', 'conductores', 'toman', 'datos']"
1564,Colisión de vehículos,"Accidente en carril central, señalizo en arcén derecho","['accidente', 'carril', 'central', 'señalizo', 'arcen', 'derecho']"
1565,Colisión de vehículos,Accidente entre 3 vehículos por alcance en el carril derecho.,"['accidente', '3', 'vehiculos', 'alcance', 'carril', 'derecho']"
1566,Colisión de vehículos,Accidente entre 2 vehículos por alcance ocupando el arcén derecho y parte de carril.,"['accidente', '2', 'vehiculos', 'alcance', 'ocupando', 'arcen', 'derecho', 'carril']"
1567,Colisión de vehículos,"Accidente entre 2 vehículos por alcance ocupando parte de carril, uno de ellos se retira por sus medios y el otro en su grúa.","['accidente', '2', 'vehiculos', 'alcance', 'ocupando', 'carril', 'retira', 'medios', 'grua']"
1568,Salida de vía,"1 turismo realiza una maniobra extraña y hace caer a 1 motocicleta con 2 ocupantes, estos resulta trasladados al hospital con pronostico reservado. La motocicleta es retirada por Policía Municipal empujandola fuera de límites y el turismo por sus medios.","['1', 'turismo', 'realiza', 'maniobra', 'extraña', 'caer', '1', 'motocicleta', '2', 'ocupantes', 'resulta', 'trasladados', 'hospital', 'pronostico', 'reservado', 'motocicleta', 'retirada', 'policia', 'municipal', 'empujandola', 'limites', 'turismo', 'medios']"
1569,Colisión de vehículos,"Accidente entre 2 vehículos por alcance ocupando el carril derecho, 1 herido leve trasladado al hospital.","['accidente', '2', 'vehiculos', 'alcance', 'ocupando', 'carril', 'derecho', '1', 'herido', 'leve', 'trasladado', 'hospital']"
1570,Colisión de vehículos,Accidente entre 3 vehículos por alcance ocupando el carril derecho.,"['accidente', '3', 'vehiculos', 'alcance', 'ocupando', 'carril', 'derecho']"
1571,Salida de vía,Vehiculo se sale de la via colisionando con la mediana.,"['vehiculo', 'sale', 'via', 'colisionando', 'mediana']"
1572,Colisión de vehículos,Colisión de 3 ehiculos con desplazamiento de 1 de ellos que colisiona contra barreras causando daños en las mismas.,"['colision', '3', 'ehiculos', 'desplazamiento', '1', 'colisiona', 'barreras', 'causando', 'daños']"
1573,Colisión de vehículos,Colisión de tres coches por alacance en carril izquierdo. Policía cambia y desplaza los vehiculos alcorte de grada cero. Se activa Samur (no hay daños) para valora usuarios. Nos retiramos del punto.. Solo hay daños materiales en coches.,"['colision', 'coches', 'alacance', 'carril', 'izquierdo', 'policia', 'cambia', 'desplaza', 'vehiculos', 'alcorte', 'grada', 'cero', 'activa', 'samur', 'daños', 'valora', 'usuarios', 'retiramos', 'punto', 'daños', 'materiales', 'coches']"
1574,Colisión de vehículos,"Colisión de vehiculos por alcance, uno se da contra el hastial, araña bordillo 1,5 y le sacamos al exterior. Samur acude al exterior por encontrarse mal el conductor.","['colision', 'vehiculos', 'alcance', 'hastial', 'araña', 'bordillo', '15', 'sacamos', 'exterior', 'samur', 'acude', 'exterior', 'encontrarse', 'conductor']"
1575,Salida de vía,Vehículo se sale de la vía colisionando con muro de hormigón.No hay daños.,"['vehiculo', 'sale', 'via', 'colisionando', 'muro', 'hormigonno', 'daños']"
1576,Salida de vía,Accidente sin daños a mobiliario.Sacamos al exterior.,"['accidente', 'daños', 'mobiliariosacamos', 'exterior']"
1577,Colisión de vehículos,"Colisión de tres vehículos, al llegar al punto policía me indica que me retire","['colision', 'vehiculos', 'llegar', 'punto', 'policia', 'indica', 'retire']"
1578,Colisión de vehículos,Colisión entre dos vehículos en el pk 9+800 policía lo pasa al pk 9+600 arcén derecho. No hay heridos. Sale por sus medios.,"['colision', 'vehiculos', 'pk', '9800', 'policia', 'pasa', 'pk', '9600', 'arcen', 'derecho', 'heridos', 'sale', 'medios']"
1579,Salida de vía,"Señalizar accidente, se da contra el muro.No hay heridos.","['señalizar', 'accidente', 'murono', 'heridos']"
1580,Colisión de vehículos,Accidente (chapa) a mi llegada los coches se retiran. No puedo tomar datos.,"['accidente', 'chapa', 'llegada', 'coches', 'retiran', 'datos']"
1581,Otros,Caída de motorista al frenar los vehículos.La moto es retira por policía (base del escuadrón).,"['caida', 'motorista', 'frenar', 'vehiculosla', 'moto', 'retira', 'policia', 'base', 'escuadron']"
1582,Colisión de vehículos,Accidente lateral coche y moto.Motorista herido con dolor en pierna derecha.,"['accidente', 'lateral', 'coche', 'motomotorista', 'herido', 'dolor', 'pierna', 'derecha']"
1583,Salida de vía,Salida de vía vehículo golpeando la barrera. Cuando llego ya se han marchado y en salida a Chamartín facilita los datos policía.El veh reanuda la marcha por sus medios.,"['salida', 'via', 'vehiculo', 'golpeando', 'barrera', 'llego', 'marchado', 'salida', 'chamartin', 'facilita', 'datos', 'policiael', 'veh', 'reanuda', 'marcha', 'medios']"
1584,Otros,Accidente de un motorista.Caída sin colisión de ningún coche.En el 15RR05 acudimos con Bul C12.En el punto se presenta policía municipal y Samur.El herido es trasladado al Hospital La Paz.,"['accidente', 'motoristacaida', 'colision', 'cocheen', '15rr05', 'acudimos', 'bul', 'c12en', 'punto', 'presenta', 'policia', 'municipal', 'samurel', 'herido', 'trasladado', 'hospital', 'paz']"
1585,Vuelco,Vuelco de camión en el ramal 07RT.El herido dado de alta en el lugar.,"['vuelco', 'camion', 'ramal', '07rtel', 'herido', 'alta']"
1586,Colisión de vehículos,Accidente de vehículo.Señalizamos con Bul C-19.Uno de los ocupantes es atendido por Samur.Finalmente lo llevan al Hospital.Los vehículos salen por sus medios.,"['accidente', 'vehiculoseñalizamos', 'bul', 'c19uno', 'ocupantes', 'atendido', 'samurfinalmente', 'llevan', 'hospitallos', 'vehiculos', 'salen', 'medios']"
1587,Colisión de vehículos,Señalizar vehículos accidentados en el arcén derecho.Herido leve trasladado a Hospital.,"['señalizar', 'vehiculos', 'accidentados', 'arcen', 'derechoherido', 'leve', 'trasladado', 'hospital']"
1588,Colisión de vehículos,Aviso: Accidente en carril derecho con heridos.,"['aviso', 'accidente', 'carril', 'derecho', 'heridos']"
1589,Colisión de vehículos,"Aviso de accidente, a mi llegada un vehículo del que no pude coger datos, abandona en grua propia. Según me informa policía es colisión de dos vehículos, sin heridos , ni daños, salen por sus medios y grúa.","['aviso', 'accidente', 'llegada', 'vehiculo', 'pude', 'coger', 'datos', 'abandona', 'grua', 'informa', 'policia', 'colision', 'vehiculos', 'heridos', 'daños', 'salen', 'medios', 'grua']"
1590,Salida de vía,Caída de motorista en calzada,"['caida', 'motorista', 'calzada']"
1591,Colisión de vehículos,"Alcance entre vheículos, salen junto con policía antes de la llegada de AIAM","['alcance', 'vheiculos', 'salen', 'policia', 'llegada', 'aiam']"
1592,Colisión de vehículos,"Colisión alcance con heridos, sin daños, margen derecho, carril único, corto en margen derecho hasta que samur atiende al usuario vehículo 1. vehículo 1 sale por sus medios, vehículo 2 carga grúa usuario","['colision', 'alcance', 'heridos', 'daños', 'margen', 'derecho', 'carril', 'unico', 'corto', 'margen', 'derecho', 'samur', 'atiende', 'usuario', 'vehiculo', '1', 'vehiculo', '1', 'sale', 'medios', 'vehiculo', '2', 'carga', 'grua', 'usuario']"
1593,Colisión de vehículos,"Alcance entre dos vehículos, cortamos carril derecho.Los vehículos salen por sus medios.","['alcance', 'vehiculos', 'cortamos', 'carril', 'derecholos', 'vehiculos', 'salen', 'medios']"
1594,Otros,Accidente de motorista de policía.Solicitan Samur.A nuestra llegada policía municipal nos dice que nos retiremos que está solucionado.,"['accidente', 'motorista', 'policiasolicitan', 'samura', 'llegada', 'policia', 'municipal', 'retiremos', 'solucionado']"
1595,Otros,"Accidente de motorista, cortamos carril derecho,policía activa Samur. Samur se lleva al motorista al Hospital 12 de Octubre. Y la moto la carga su grúa particular del seguro.","['accidente', 'motorista', 'cortamos', 'carril', 'derechopolicia', 'activa', 'samur', 'samur', 'motorista', 'hospital', '12', 'octubre', 'moto', 'carga', 'grua', 'particular', 'seguro']"
1596,Colisión de vehículos,Accidente (chapa) señalizo.Los conductores tomand datos y se retiran.,"['accidente', 'chapa', 'señalizolos', 'conductores', 'tomand', 'datos', 'retiran']"
1597,Salida de vía,Accidente de salida de vía.El coche pierde el control dando contra el bordillo del lado izq y parando contra la barandilla del lado derecho dañandóla,"['accidente', 'salida', 'viael', 'coche', 'pierde', 'control', 'dando', 'bordillo', 'izq', 'parando', 'barandilla', 'derecho', 'dañandola']"
1598,Colisión de vehículos,Colisión entre 3 vehículos en carril izq con heridos sin daños.Corto carril hasta que Samur atiende y da de alta a dos usuarios del veh 2 . Los vehículos 1 y 2 salen por sus medios.El veh 3 grúa seguro.,"['colision', '3', 'vehiculos', 'carril', 'izq', 'heridos', 'dañoscorto', 'carril', 'samur', 'atiende', 'alta', 'usuarios', 'veh', '2', 'vehiculos', '1', '2', 'salen', 'mediosel', 'veh', '3', 'grua', 'seguro']"
1599,Colisión de vehículos,Colisión de 3 vehículos en carril izquierdo  golpeando uno de ellos la barrera causando daños.1 Vehículo lo carga la grúa Ollero y 2 vehículos reanudan la marcha.,"['colision', '3', 'vehiculos', 'carril', 'izquierdo', 'golpeando', 'barrera', 'causando', 'daños1', 'vehiculo', 'carga', 'grua', 'ollero', '2', 'vehiculos', 'reanudan', 'marcha']"
1600,Otros,Accidente en carril izquierdo.El herido es trasladado al Hospital La princesa.,"['accidente', 'carril', 'izquierdoel', 'herido', 'trasladado', 'hospital', 'princesa']"
1601,Colisión de vehículos, Accidente en arcén derecho. 1 herido leve dado de alta en el lugar.,"['accidente', 'arcen', 'derecho', '1', 'herido', 'leve', 'alta']"
1603,Colisión de vehículos,Colisión de 2 vehículos en carril izquierdo.Los vehículos son trasladados por los usuarios al ramal 09VA para tomar datos.,"['colision', '2', 'vehiculos', 'carril', 'izquierdolos', 'vehiculos', 'trasladados', 'usuarios', 'ramal', '09va', 'datos']"
1604,Colisión de vehículos,"Aviso de centro de control accidente, al llegar al punto los vehículos no están, policía los ha sacado fuera de zona","['aviso', 'centro', 'control', 'accidente', 'llegar', 'punto', 'vehiculos', 'policia', 'sacado', 'zona']"
1605,Salida de vía,Aviso de accidente sin herido en ramal.,"['aviso', 'accidente', 'herido', 'ramal']"
1606,Colisión de vehículos,Aviso:Accidente margén derecho.Al llegar solo queda un vehículo.,"['avisoaccidente', 'margen', 'derechoal', 'llegar', 'queda', 'vehiculo']"
1607,Colisión de vehículos,"Corto carril izquierdo por accidente,vehículo se retiran por sus medios.","['corto', 'carril', 'izquierdo', 'accidentevehiculo', 'retiran', 'medios']"
1608,Colisión de vehículos,"Colisión por alcance motocicleta y vehiculo, con heridos, herido leve. Corot carril izquierdo. Herido trasladado con fractura.","['colision', 'alcance', 'motocicleta', 'vehiculo', 'heridos', 'herido', 'leve', 'corot', 'carril', 'izquierdo', 'herido', 'trasladado', 'fractura']"
1609,Salida de vía,"Accidente de un motorista en el 14NC54, a nuestra llegada, arranca la moto y sale por sus medios.","['accidente', 'motorista', '14nc54', 'llegada', 'arranca', 'moto', 'sale', 'medios']"
1610,Salida de vía,Salida de via vehiculo colisiona con muro hormigón dañando 12 ml aprox. Sin heridos. Vehiculo retirado por grúa usuari,"['salida', 'via', 'vehiculo', 'colisiona', 'muro', 'hormigon', 'dañando', '12', 'ml', 'aprox', 'heridos', 'vehiculo', 'retirado', 'grua', 'usuari']"
1611,Colisión de vehículos,2 COCHES EN ARCEN CON Policía tomando datos despues de tener accidente. Señalizo.,"['2', 'coches', 'arcen', 'policia', 'tomando', 'datos', 'accidente', 'señalizo']"
1612,Salida de vía,"Salida de via en carril izquierdo, dandose contra el muro.","['salida', 'via', 'carril', 'izquierdo', 'dandose', 'muro']"
1613,Colisión de vehículos,"Colisión de 3 vehiculos en carril derecho. Samur presente en el punto, no atiende a ningun usuario. Vehiculo reanudan la marcha.","['colision', '3', 'vehiculos', 'carril', 'derecho', 'samur', 'presente', 'punto', 'atiende', 'usuario', 'vehiculo', 'reanudan', 'marcha']"
1614,Colisión de vehículos,"Colisión de 2 veiculos en ramal 10RH. Samur atiende a da alta en punto, 1 vehiculo por su medios, vehiculo 2 grua propia.","['colision', '2', 'veiculos', 'ramal', '10rh', 'samur', 'atiende', 'alta', 'punto', '1', 'vehiculo', 'medios', 'vehiculo', '2', 'grua']"
1615,Vuelco,"Colisión de vehiuclo con resultado de vuelco del vehiculo 2, cortamos v/s en 01XL50 y carril izquierdo 00RR, hasta que activa Bomberos. Samur atiende a usuario vehiculo 2, dando alta en el punto, vehiculo 1 grua Movilildad, vehiculo 2 gruas Ollero.","['colision', 'vehiuclo', 'resultado', 'vuelco', 'vehiculo', '2', 'cortamos', 'vs', '01xl50', 'carril', 'izquierdo', '00rr', 'activa', 'bomberos', 'samur', 'atiende', 'usuario', 'vehiculo', '2', 'dando', 'alta', 'punto', 'vehiculo', '1', 'grua', 'movilildad', 'vehiculo', '2', 'gruas', 'ollero']"
1616,Colisión de vehículos,"Pequeña colisión alcance carril derecho, sin heridos, ni daños, corto carril derecho, hasta que realizan parte amistoso. Abandonan por sus medios ambos.","['pequeña', 'colision', 'alcance', 'carril', 'derecho', 'heridos', 'daños', 'corto', 'carril', 'derecho', 'realizan', 'amistoso', 'abandonan', 'medios']"
1617,Colisión de vehículos,"Colisión alcance 2 vehiculos carril izquierdo, sin heridos, ni daños, escoltamos a vehiculos a Méndez Álvaro quedandose a espera de grúa y haciendo parte amistoso.","['colision', 'alcance', '2', 'vehiculos', 'carril', 'izquierdo', 'heridos', 'daños', 'escoltamos', 'vehiculos', 'mendez', 'alvaro', 'quedandose', 'espera', 'grua', 'amistoso']"
1618,Vuelco,"Vuelco margen derecho con daños y heridos, corte carril derecho. Herido trasladado.","['vuelco', 'margen', 'derecho', 'daños', 'heridos', 'corte', 'carril', 'derecho', 'herido', 'trasladado']"
1619,Salida de vía,"Corte total de ramal por salida de via, pasamos vehiculo al arcen derecho. Herido leve trasladado","['corte', 'ramal', 'salida', 'via', 'pasamos', 'vehiculo', 'arcen', 'derecho', 'herido', 'leve', 'trasladado']"
1620,Colisión de vehículos,Colisión de 2 vehiculos. Usuarios toman datos en arcen derecho.,"['colision', '2', 'vehiculos', 'usuarios', 'toman', 'datos', 'arcen', 'derecho']"
1621,Colisión de vehículos,"Colisión de 2 vehiculos por alcance, salen por ss medios cuando llegamos.","['colision', '2', 'vehiculos', 'alcance', 'salen', 'ss', 'medios', 'llegamos']"
1622,Colisión de vehículos,Accidente en carril central. Herido trasladado al Gómez Ulla con pronostico reservado. Retiramos vehiculo 3 al 12RA a espera de Grúa.,"['accidente', 'carril', 'central', 'herido', 'trasladado', 'gomez', 'ulla', 'pronostico', 'reservado', 'retiramos', 'vehiculo', '3', '12ra', 'espera', 'grua']"
1623,Colisión de vehículos,"Colisión alcance moto contra vehiculo carril izquierdo ramal, corto carril izquierdo hasta que Samur atiende y traslada a usuario moto al 12 de Octubre (sin pronosticar)","['colision', 'alcance', 'moto', 'vehiculo', 'carril', 'izquierdo', 'ramal', 'corto', 'carril', 'izquierdo', 'samur', 'atiende', 'traslada', 'usuario', 'moto', '12', 'octubre', 'pronosticar']"
1624,Colisión de vehículos,"Colisión de 2 vehiculos, con heridos y sin daños en 2 carriles derechos, corto 2 carriles Samur atiende a 3 perosnas y traslada a 1 de cada vehiculo. Bomberos encuentran y señalzian hasta nuestra llegada.","['colision', '2', 'vehiculos', 'heridos', 'daños', '2', 'carriles', 'derechos', 'corto', '2', 'carriles', 'samur', 'atiende', '3', 'perosnas', 'traslada', '1', 'vehiculo', 'bomberos', 'encuentran', 'señalzian', 'llegada']"
1625,Colisión de vehículos,Pequeño alcance. Los usuarios cambian datos y salen por sus medios.,"['pequeño', 'alcance', 'usuarios', 'cambian', 'datos', 'salen', 'medios']"
1626,Colisión de vehículos,Aviso: accidente en carril izquierdo.,"['aviso', 'accidente', 'carril', 'izquierdo']"
1628,Vuelco,Vuelco en 32RA corte total de ramal. 2 heridos leves dados de alta en punto. Vehiculo retirado por grúa externa m-30,"['vuelco', '32ra', 'corte', 'ramal', '2', 'heridos', 'leves', 'dados', 'alta', 'punto', 'vehiculo', 'retirado', 'grua', 'externa', 'm30']"
1629,Salida de vía,Salida de via en margen derecho. Herido dado de alta en el punto.,"['salida', 'via', 'margen', 'derecho', 'herido', 'alta', 'punto']"
1630,Salida de vía,"Sale de via contra barrera. 30 m barrera, 30 m malla.","['sale', 'via', 'barrera', '30', 'barrera', '30', 'malla']"
1631,Salida de vía,Pierde el control y choca contra la mediana quedando inmovil en carril derecho. Retirado por grúa M-30.,"['pierde', 'control', 'choca', 'mediana', 'quedando', 'inmovil', 'carril', 'derecho', 'retirado', 'grua', 'm30']"
1632,Salida de vía,Alcance entre vehículos. Sale de la vía 1º vehículo e impacta contra barrera. 2º Vehículo reitrado por grúa externa M-30.,"['alcance', 'vehiculos', 'sale', 'via', '1º', 'vehiculo', 'impacta', 'barrera', '2º', 'vehiculo', 'reitrado', 'grua', 'externa', 'm30']"
1633,Salida de vía,Vehículo que ha derrapado. Existe algo de aceite en calzada debido a la escorrentía de aguas causada por el tráfico. Sacamos el vehículo.,"['vehiculo', 'derrapado', 'aceite', 'calzada', 'escorrentia', 'aguas', 'causada', 'trafico', 'sacamos', 'vehiculo']"
